Date,Close,High,Low,Open,Volume,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,RSI_14,MACD,MACD_signal,MACD_hist,BB_middle,BB_upper,BB_lower,BB_width,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_5,Close_lag_10,rolling_std_5,rolling_max_5,rolling_min_5,rolling_std_10,rolling_max_10,rolling_min_10,rolling_std_20,rolling_max_20,rolling_min_20,rolling_std_50,rolling_max_50,rolling_min_50,volume_change_pct,volume_avg_10,target
2015-03-16,179.369873046875,181.8939583175845,178.98646426959786,181.37210150528617,13839990,181.9514373779297,181.9262781390571,184.85679321289064,183.38840126402928,185.41166152954102,185.16254613993434,187.48929382324218,187.1358180049553,46.79911299155419,-2.0224816151512925,-1.5179051948398843,-0.5045764203114083,185.41166152954102,195.79670100983532,175.02662204924673,20.77007896058859,181.07386779785156,183.9919891357422,182.31993103027344,185.23806762695312,182.2347412109375,1.7914329230583197,183.9919891357422,179.369873046875,3.8928517866844468,191.87310791015625,179.369873046875,5.192519740147146,195.4302520751953,179.2313690185547,6.001724739129182,199.71160888671875,177.84686279296875,0.0698687407705394,13990303.6,182.5115966796875
2015-03-17,182.5115966796875,183.16125143935133,179.13549630466937,181.16967356187632,19070082,181.85345153808595,182.12138431926724,184.69916687011718,183.2289822486944,184.76572875976564,184.91007476276798,187.35701873779297,186.9544759921997,55.10608936066107,-1.976870982225222,-1.609698352316952,-0.36717262990827004,184.76572875976564,194.07872590902485,175.45273161050642,18.625994298518435,179.369873046875,181.07386779785156,183.9919891357422,183.00152587890625,184.08786010742188,1.7320518273627312,183.9919891357422,179.369873046875,3.9588000892123785,191.87310791015625,179.369873046875,4.656498574629613,192.2991180419922,179.2313690185547,6.037705070471499,199.71160888671875,177.84686279296875,0.3778970938562818,14439360.7,185.0250701904297
2015-03-18,185.0250701904297,185.7918876247925,182.05367751509428,182.54358470406092,9269885,182.39447937011718,183.08927960965474,184.01436309814454,183.55554369264627,184.4020263671875,184.92102670825957,187.28502410888672,186.87881301958126,57.92422008880452,-1.7181027022128035,-1.6313792222961223,-0.08672347991668117,184.4020263671875,193.01836721745292,175.78568551692206,17.23268170053086,182.5115966796875,179.369873046875,181.07386779785156,182.31993103027344,191.87310791015625,2.257101034224163,185.0250701904297,179.369873046875,3.073183369159116,189.11471557617188,179.369873046875,4.308170425132716,192.1393585205078,179.2313690185547,6.043738187382273,199.71160888671875,177.84686279296875,-0.5139042925982175,13302656.7,182.362548828125
2015-03-19,182.362548828125,186.7397500451926,181.9258908474523,186.49480354460488,13934612,182.06859130859374,182.8470360158115,183.33914642333986,183.33863553546058,183.91744537353514,184.67736214824674,187.20110168457032,186.7017046199163,54.107475418944695,-1.708179369826098,-1.6467392518021176,-0.06144011802398053,183.91744537353514,191.77879824187153,176.05609250519876,15.722705736672765,185.0250701904297,182.5115966796875,179.369873046875,183.9919891357422,189.11471557617188,2.0794222322444793,185.0250701904297,179.369873046875,2.5200490204108523,188.4969940185547,179.369873046875,3.93067643416819,192.1393585205078,179.2313690185547,6.083035655638022,199.71160888671875,177.84686279296875,0.5032130387809557,13248513.2,181.9258575439453
2015-03-20,181.9258575439453,183.4275284723957,180.75433183845908,182.73526005125544,10405717,182.2389892578125,182.53997652518945,182.6820327758789,183.0817668097305,183.40677032470703,184.41531409069424,187.27778259277343,186.51441649929,49.54894492373085,-1.7157740196021223,-1.6605462053621185,-0.05522781424000378,183.40677032470703,190.2847276951244,176.52881295428966,13.755914740834726,182.362548828125,185.0250701904297,182.5115966796875,181.07386779785156,188.4969940185547,2.011324690289216,185.0250701904297,179.369873046875,1.7711212321836587,185.23806762695312,179.369873046875,3.4389786852086863,191.87310791015625,179.2313690185547,5.989306564644675,199.71160888671875,177.84686279296875,-0.25324673553881516,13217414.7,179.337890625
2015-03-23,179.337890625,184.0346010747076,178.51782397653736,182.43708138411853,13251683,182.2325927734375,181.47261455845964,182.0920150756836,182.40106204887041,183.07501983642578,183.9317499511043,187.2251712036133,186.23298411206295,43.20947419855854,-1.9086187670108643,-1.7101607176918678,-0.19845804931899647,183.07501983642578,190.0708758175358,176.07916385531576,13.991711962220052,181.9258575439453,182.362548828125,185.0250701904297,179.369873046875,185.23806762695312,2.0227486812162607,185.0250701904297,179.337890625,1.8074105932019362,185.0250701904297,179.337890625,3.4979279905550094,191.87310791015625,179.2313690185547,6.048161205086972,199.71160888671875,177.84686279296875,0.27350023069049456,13136043.9,180.61587524414065
2015-03-24,180.61587524414065,181.9684482655775,179.36981489540716,179.36981489540716,9238431,181.85344848632812,181.18703478702,181.85345001220702,182.07648262982863,183.03774337768556,183.61595235996492,187.25030548095702,186.01270533292876,30.228069423153258,-1.936009824371041,-1.7553305390277025,-0.18067928534333855,183.03774337768556,190.0798367858505,175.99564996952063,14.084186816329861,179.337890625,181.9258575439453,182.362548828125,182.5115966796875,183.00152587890625,2.1320898988459214,185.0250701904297,179.337890625,1.8313092911217739,185.0250701904297,179.337890625,3.5210467040824667,191.87310791015625,179.2313690185547,6.017338112530583,199.71160888671875,177.84686279296875,-0.30284847592566166,12536481.0,179.96624755859375
2015-03-25,179.96624755859375,180.94606192000597,179.1355310551669,180.83956345001644,10264941,180.84168395996093,180.78010571087793,181.61808166503906,181.69280352596775,183.0744873046875,183.268361426501,187.18470092773438,185.77558934177839,32.646370972410395,-1.9872294160288106,-1.8017103144279243,-0.18551910160088636,183.0744873046875,190.04021130356702,176.10876330580797,13.93144799775905,180.61587524414065,179.337890625,181.9258575439453,185.0250701904297,182.31993103027344,1.2813308677584045,182.362548828125,179.337890625,1.91407620450767,185.0250701904297,179.337890625,3.482861999439761,191.87310791015625,179.337890625,6.079442081763895,199.71160888671875,177.84686279296875,0.11111302341274176,12399387.8,176.64340209960938
2015-03-26,176.64340209960938,180.89281917340105,175.53578953448115,179.1568371752872,20621346,179.6978546142578,179.40120450712175,180.8832229614258,180.7747305393571,182.92698364257814,182.637412919178,187.09524047851562,185.4174643518894,29.607826357676643,-2.269782529685017,-1.895324757479343,-0.3744577722056739,182.92698364257814,190.31520317680483,175.53876410835144,14.776439068453385,179.96624755859375,180.61587524414065,179.337890625,182.362548828125,183.9919891357422,1.9581909982152959,181.9258575439453,176.64340209960938,2.277547814022903,185.0250701904297,176.64340209960938,3.694109767113348,191.87310791015625,176.64340209960938,6.202231378528062,199.71160888671875,176.64340209960938,1.0089103288562495,13283284.4,172.89453125
2015-03-27,172.89453125,177.85750159828535,170.7112417593363,177.62319077108478,23326922,177.89158935546874,177.23231342141452,180.06528930664064,179.34196703220127,182.60428466796876,181.70951942687532,186.9612615966797,184.92636893612905,29.116989837117174,-2.764344808675844,-2.0691287677186434,-0.6952160409572006,182.60428466796876,191.12724971423484,174.08131962170268,17.04593009253216,176.64340209960938,179.96624755859375,180.61587524414065,181.9258575439453,181.07386779785156,3.1759364272756256,180.61587524414065,172.89453125,3.3957115369027564,185.0250701904297,172.89453125,4.261482523133046,191.87310791015625,172.89453125,6.435555214388278,199.71160888671875,172.89453125,0.13120268676933122,14322360.9,172.6922149658203
